City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,inarajan village,13.2736,144.7484,26.54,95,100,7.91,GU,1691617724
285,saint-joseph,-21.3667,55.6167,19.21,76,19,2.89,RE,1691617725
286,terme,41.2092,36.9739,22.96,84,98,3.25,TR,1691617725
287,port lincoln,-34.7333,135.8667,10.62,72,53,3.61,AU,1691617726
288,hamilton,39.1834,-84.5333,27.1,80,75,5.14,US,1691617490
289,santa maria,-29.6842,-53.8069,14.61,94,100,3.09,BR,1691617727
290,touros,-5.1989,-35.4608,24.89,80,56,7.59,BR,1691617497
291,ardakan,32.31,54.0175,29.68,19,0,3.06,IR,1691617457
292,tvoroyri,61.5556,-6.8111,10.1,79,33,4.61,FO,1691617444
293,alofi,-19.0595,-169.9187,26.94,89,75,3.09,NU,1691617664
294,polyarnyy,69.1989,33.4478,18.4,74,0,2.81,RU,1691617728
295,richards bay,-28.783,32.0377,19.04,72,100,1.58,ZA,1691617635
296,farah,32.5,62.5,26.83,21,1,2.3,AF,1691617729
297,crane,31.3974,-102.3501,40.85,13,1,2.44,US,1691617729
298,nageswari,25.9688,89.693,26.28,91,98,1.61,BD,1691617730
299,firuzabad,28.8438,52.5707,29.25,31,97,2.52,IR,1691617489
300,rio grande,-32.035,-52.0986,17.06,92,100,12.0,BR,1691617605
301,la'ie,21.6477,-157.9253,30.98,66,55,9.9,US,1691617729
302,bonthe,7.5264,-12.505,24.99,89,100,6.27,SL,1691617520
303,jaen,38.0,-3.5,33.29,29,6,2.15,ES,1691617731
304,great falls,47.5002,-111.3008,30.25,26,0,8.75,US,1691617630
305,san antonio de pale,-1.4014,5.6325,23.67,82,89,5.58,GQ,1691617443
306,guatrache,-37.6678,-63.5302,14.21,43,100,6.27,AR,1691617732
307,ponta delgada,37.7333,-25.6667,24.4,94,75,3.6,PT,1691617641
308,hobyo,5.3505,48.5268,24.66,82,86,10.36,SO,1691617733
309,christchurch,-43.5333,172.6333,5.18,73,100,5.14,NZ,1691617662
310,zhezqazghan,47.7833,67.7667,21.09,64,81,1.14,KZ,1691617734
311,ilulissat,69.2167,-51.1,12.01,43,75,1.54,GL,1691617734
312,quellon,-43.1167,-73.6167,11.14,87,100,7.72,CL,1691617734
313,zaragoza,41.6561,-0.8773,33.25,44,20,7.2,ES,1691617735
314,wickenburg,33.9686,-112.7296,39.54,24,2,6.46,US,1691617735
315,college,64.8569,-147.8028,22.89,78,75,2.06,US,1691617735
316,lihue,21.9789,-159.3672,32.58,62,75,9.77,US,1691617736
317,mil'kovo,55.6078,37.7956,18.01,69,39,3.43,RU,1691617736
318,batang,-6.4846,110.7083,23.42,81,78,2.36,ID,1691617736
319,cill airne,52.05,-9.5167,15.76,95,22,3.22,IE,1691617737
320,haiku-pauwela,20.9219,-156.3051,28.47,59,40,9.26,US,1691617737
321,isfara,40.1265,70.6253,26.43,36,0,3.1,TJ,1691617737
322,axim,4.8699,-2.2405,24.16,84,96,5.12,GH,1691617448
323,nasugbu,14.1,120.6833,26.2,89,76,1.96,PH,1691617738
324,tselinnoye,53.0833,85.6667,15.29,69,55,2.88,RU,1691617738
325,funafuti,-8.5243,179.1942,32.0,79,20,3.09,TV,1691617665
326,nouadhibou,20.931,-17.0347,21.99,88,20,8.75,MR,1691617739
327,guerrero negro,27.9769,-114.0611,27.46,59,13,8.28,MX,1691617739
328,lake albert,-35.1667,147.3833,8.67,88,69,1.73,AU,1691617740
329,jalqani,12.4486,34.2186,23.74,85,100,4.27,SD,1691617740
330,zapala,-38.8992,-70.0544,11.93,46,100,9.95,AR,1691617740
331,iskateley,67.6803,53.1512,11.37,86,30,2.85,RU,1691617741
332,pensilvania,40.2724,-76.9057,30.58,54,20,4.12,US,1691617741
333,dikhil,11.5,42.1667,30.07,44,100,3.43,DJ,1691617742
334,mukalla,14.5425,49.1242,31.07,58,47,2.12,YE,1691617742
335,portage,41.1667,-81.1998,28.23,59,93,4.13,US,1691617742
336,la gi,10.6667,107.7833,25.45,88,37,4.08,VN,1691617743
337,perryville,37.7242,-89.8612,22.92,94,100,0.0,US,1691617743
338,happy valley-goose bay,53.3168,-60.3315,18.17,77,100,3.6,CA,1691617744
339,adam,22.3756,57.5233,30.35,49,70,3.2,OM,1691617744
340,puerto ayacucho,5.6639,-67.6236,27.19,83,99,2.26,VE,1691617744
341,brandon,27.9378,-82.2859,36.7,61,0,3.09,US,1691617745
342,xai-xai,-25.0519,33.6442,18.35,77,0,3.9,MZ,1691617745
343,nelson bay,-32.7167,152.15,11.67,94,99,1.34,AU,1691617746
344,gadzhiyevo,69.2551,33.3362,18.13,75,0,2.26,RU,1691617531
345,port hedland,-20.3167,118.5667,16.03,41,2,4.12,AU,1691617682
346,changyon,38.2508,125.0961,23.51,87,100,2.26,KP,1691617747
347,rechka-vydrino,51.485,104.8461,15.19,100,100,2.33,RU,1691617747
348,palikir - national government center,6.9248,158.1611,27.16,79,96,4.93,FM,1691617748
349,lerwick,60.1545,-1.1494,11.0,71,95,9.26,GB,1691617748
350,peace river,56.2501,-117.286,18.17,94,100,2.57,CA,1691617647
351,tsiombe,-25.3,45.4833,18.8,90,5,2.91,MG,1691617749
352,blackwater,-23.5833,148.8833,15.54,67,0,2.15,AU,1691617749
353,bubaque,11.2833,-15.8333,27.19,83,80,3.45,GW,1691617750
354,kudahuvadhoo,2.6708,72.8944,27.22,78,90,5.23,MV,1691617750
355,chernyshevskiy,63.0128,112.4714,16.59,91,75,0.35,RU,1691617750
356,fortaleza,-3.7227,-38.5247,27.07,74,0,4.63,BR,1691617751
357,pariaman,-0.619,100.12,26.03,92,69,3.12,ID,1691617751
358,dalandzadgad,43.5708,104.425,23.41,53,43,2.06,MN,1691617751
359,pecan plantation,32.3604,-97.6756,43.77,22,0,6.69,US,1691617752
360,whakatane,-37.9585,176.9854,10.84,83,79,3.52,NZ,1691617752
361,nizhneangarsk,55.7833,109.55,14.4,96,100,2.88,RU,1691617752
362,viransehir,37.2353,39.7631,33.42,23,0,4.79,TR,1691617753
363,maharaganj,27.1333,83.5667,25.69,96,95,0.71,IN,1691617631
364,berdigestyakh,62.0989,126.6992,15.63,57,14,3.54,RU,1691617754
365,mirnyy,62.5353,113.9611,16.8,88,98,1.79,RU,1691617754
366,mount gambier,-37.8333,140.7667,10.17,71,100,4.34,AU,1691617754
367,tazovsky,67.4667,78.7,7.9,86,85,8.64,RU,1691617755
368,marshfield,44.6689,-90.1718,28.49,44,0,4.12,US,1691617619
369,kavieng,-2.5744,150.7967,27.67,78,84,6.58,PG,1691617756
370,sinabang,2.4803,96.3801,24.93,91,100,4.05,ID,1691617756
371,san francisco,37.7749,-122.4194,31.11,75,20,5.66,US,1691617666
372,naja' hammadi,26.0495,32.2414,30.74,22,0,2.97,EG,1691617757
373,veinticinco de mayo,-35.4323,-60.1727,14.43,65,93,0.45,AR,1691617757
374,rampur,28.8167,79.0333,26.74,86,100,1.88,IN,1691617758
375,afif,23.9065,42.9172,30.33,12,72,3.25,SA,1691617758
376,callao,-12.0667,-77.15,22.16,68,100,6.17,PE,1691617758
377,mount pleasant,32.7941,-79.8626,33.08,65,0,4.12,US,1691617724
378,as sulayyil,20.4607,45.5779,34.14,10,3,2.16,SA,1691617759
379,huarmey,-10.0681,-78.1522,21.75,71,36,4.86,PE,1691617759
380,okakarara,-20.5833,17.4333,15.61,32,43,4.42,NA,1691617760
381,igarka,67.4667,86.5833,12.99,95,97,2.47,RU,1691617760
382,keflavik,64.0049,-22.5624,13.95,71,0,3.09,IS,1691617761
383,acapulco de juarez,16.8634,-99.8901,30.62,66,100,1.98,MX,1691617761
384,paradip garh,20.3167,86.6167,28.4,69,79,3.4,IN,1691617762
385,port alfred,-33.5906,26.891,16.21,87,31,2.68,ZA,1691617762
386,migne,46.6274,0.3146,23.31,48,0,2.06,FR,1691617763
387,constitucion,-35.3333,-72.4167,12.6,82,100,7.22,CL,1691617763
388,illapel,-31.6308,-71.1653,15.65,76,100,1.2,CL,1691617764
389,geraldton,-28.7667,114.6,11.23,87,100,2.57,AU,1691617642
390,sunchales,-30.944,-61.5615,18.36,62,69,2.66,AR,1691617764
391,turbat,26.0023,63.044,27.23,77,11,2.69,PK,1691617765
392,puerto deseado,-47.7503,-65.8938,9.71,75,94,6.07,AR,1691617765
393,lijiang,26.8688,100.2207,15.47,94,84,0.87,CN,1691617765
394,mitu,1.1983,-70.1733,25.01,86,95,1.35,CO,1691617766
395,inirida,3.8653,-67.9239,28.09,81,61,0.96,CO,1691617766
396,mykolayiv,46.9659,31.9974,19.29,49,10,4.44,UA,1691617767
397,saint-pierre,-21.3393,55.4781,19.82,73,0,3.6,RE,1691617767
398,pimentel,-6.8367,-79.9342,25.16,69,100,5.14,PE,1691617768
399,siyabuswa,-25.1132,29.0445,13.07,64,1,2.75,ZA,1691617768
400,barro,-6.7167,-38.8667,29.45,29,57,2.7,BR,1691617769
401,fernie,49.5,-115.0687,19.05,79,100,3.13,CA,1691617769
402,boguchany,58.3814,97.4531,13.1,93,51,1.13,RU,1691617769
403,acajutla,13.5928,-89.8275,30.65,68,39,3.23,SV,1691617770
404,qa'en,33.7265,59.1844,21.86,33,0,5.08,IR,1691617770
405,kadan,50.3833,13.2667,13.95,75,6,1.77,CZ,1691617771
406,dryden,49.7833,-92.7503,17.16,59,100,4.12,CA,1691617772
407,siena,43.2167,11.4,19.54,62,93,1.01,IT,1691617772
408,ternate,0.8,127.4,26.46,80,99,2.69,ID,1691617580
409,qamdo,31.1667,97.2333,7.38,74,100,0.92,CN,1691617773
410,grado,43.388,-6.0743,22.04,90,100,0.51,ES,1691617773
411,nampa,43.5407,-116.5635,33.44,33,0,4.12,US,1691617680
412,nikolayevsk-on-amure,53.1406,140.73,15.56,76,65,1.21,RU,1691617533
413,azadshahr,34.7909,48.5707,20.27,32,0,3.09,IR,1691617774
414,heiligenhafen,54.3667,10.9833,13.36,81,42,7.1,DE,1691617775
415,mossel bay,-34.1831,22.146,10.96,86,0,1.48,ZA,1691617661
416,westport,41.1415,-73.3579,30.61,47,20,5.14,US,1691617507
417,turpan,42.9333,89.1667,32.14,28,27,0.87,CN,1691617776
418,zalingei,12.9096,23.4741,22.11,86,99,3.81,SD,1691617776
419,puerto santa,-8.9906,-78.6456,21.06,76,39,5.52,PE,1691617776
420,eenhana,-17.4667,16.3333,17.93,30,93,2.59,NA,1691617544
421,kyzyl-suu,42.3414,78.0056,16.9,46,0,2.59,KG,1691617777
422,fremont,37.5483,-121.9886,34.03,50,0,7.2,US,1691617681
423,praia da vitoria,38.7333,-27.0667,26.14,78,20,3.67,PT,1691617778
424,mildura,-34.2,142.15,7.26,88,0,3.59,AU,1691617778
425,bechar,31.6167,-2.2167,38.18,10,40,5.14,DZ,1691617779
426,isla mujeres,21.2311,-86.731,30.79,68,11,4.46,MX,1691617779
427,wenchang,30.904,118.4887,24.6,92,74,0.95,CN,1691617779
428,lethem,3.3803,-59.7968,28.03,83,40,6.17,GY,1691617780
429,narasannapeta,18.4167,84.05,27.31,72,98,2.33,IN,1691617780
430,price,39.5994,-110.8107,29.59,17,0,3.6,US,1691617781
431,khash,28.2211,61.2158,26.69,21,0,1.92,IR,1691617781
432,inyonga,-6.7167,32.0667,19.77,37,38,2.65,TZ,1691617781
433,selebi-phikwe,-21.979,27.8498,11.95,58,0,2.73,BW,1691617782
434,sao martinho,39.5144,-9.1311,21.27,76,5,0.45,PT,1691617782
435,stornoway,58.2093,-6.3865,14.49,89,100,3.09,GB,1691617782
436,el alto,-4.2714,-81.2147,24.81,76,74,7.93,PE,1691617783
437,songling,31.1933,120.7176,24.74,92,11,2.91,CN,1691617783
438,burang,30.25,81.1667,11.24,89,100,1.99,CN,1691617559
439,myitkyina,25.3833,97.4,23.74,100,100,0.24,MM,1691617746
440,bhan,26.5583,67.7214,32.2,57,51,4.59,PK,1691617784
441,warragul,-38.1667,145.9333,10.24,98,100,2.89,AU,1691617535
442,new norfolk,-42.7826,147.0587,12.73,79,100,3.2,AU,1691617785
443,morant bay,17.8815,-76.4093,32.79,74,2,4.03,JM,1691617785
444,steamboat springs,40.485,-106.8317,26.3,27,0,6.17,US,1691617569
445,mawlamyinegyunn,16.3833,95.2667,24.89,92,98,2.38,MM,1691617786
446,paghman,34.5875,68.9533,18.89,31,13,1.51,AF,1691617765
447,orchard homes,46.8633,-114.0484,28.55,42,100,2.57,US,1691617786
448,maradi,13.5,7.1017,28.13,65,43,3.49,NE,1691617786
449,la passe,45.5549,-0.8967,24.13,53,22,4.89,FR,1691617787
450,tlapa de comonfort,17.55,-98.55,28.69,55,100,1.53,MX,1691617787
451,udachny,66.4167,112.4,14.14,58,98,2.58,RU,1691617788
452,watseka,40.7762,-87.7364,25.68,87,100,0.89,US,1691617788
453,mundra,22.85,69.7333,27.18,83,100,8.86,IN,1691617789
454,arkhangel'sk,64.5401,40.5433,15.74,88,4,2.2,RU,1691617789
455,carolina beach,34.0352,-77.8936,33.03,60,88,4.52,US,1691617593
456,rasht,37.2808,49.5832,26.25,68,0,0.94,IR,1691617790
457,saint-francois,46.4154,3.9054,19.26,77,0,0.51,FR,1691617790
458,huaicheng,23.9051,112.1931,25.26,96,100,0.33,CN,1691617791
459,hue,16.4667,107.6,28.06,65,20,1.03,VN,1691617791
460,rio cuarto,-33.1307,-64.3499,16.87,39,40,7.72,AR,1691617791
461,nanao,37.05,136.9667,31.84,82,18,0.87,JP,1691617792
462,kingston,17.997,-76.7936,32.53,73,20,9.26,JM,1691617516
463,bamboo flat,11.7,92.7167,27.44,82,100,6.3,IN,1691617518
464,smithers,54.7804,-127.1743,18.18,68,75,2.06,CA,1691617575
465,boqueirao,-7.5,-36.1333,23.75,63,13,4.89,BR,1691617793
466,tonghae,37.5439,129.1069,24.88,98,100,6.37,KR,1691617793
467,saldanha,-33.0117,17.9442,12.03,79,0,3.92,ZA,1691617794
468,bath,51.3779,-2.3591,19.78,85,38,1.69,GB,1691617533
469,portland,45.5234,-122.6762,29.39,51,75,3.09,US,1691617795
470,dunda,-8.1167,34.25,16.49,66,4,2.01,TZ,1691617795
471,khabarovsk,48.4808,135.0928,16.89,88,40,6.0,RU,1691617796
472,mangrol,21.1167,70.1167,26.9,83,100,7.53,IN,1691617796
473,yuzhno-kurilsk,44.0306,145.8556,19.71,99,100,3.85,RU,1691617796
474,amnat charoen,15.9167,104.75,23.86,92,71,2.66,TH,1691617797
475,kapa'a,22.0752,-159.319,32.99,71,75,9.77,US,1691617694
476,baiti,13.745,-14.7482,27.68,68,88,5.26,SN,1691617797
477,dingcheng,32.1272,115.0394,23.71,87,37,2.37,CN,1691617798
478,yuxi,24.355,102.5422,18.23,98,100,0.85,CN,1691617798
479,lata,40.1629,-8.3327,16.15,95,0,0.79,PT,1691617798
480,peterhead,57.5058,-1.7981,14.22,75,100,2.58,GB,1691617799
481,mantua,45.1667,10.7833,22.58,84,49,2.24,IT,1691617799
482,biloela,-24.4167,150.5,14.85,71,0,1.4,AU,1691617799
483,plastun,44.7561,136.2939,16.53,99,100,1.84,RU,1691617800
484,santana,-0.0583,-51.1817,29.1,79,75,4.63,BR,1691617800
485,murray bridge,-35.1167,139.2667,10.07,90,1,3.59,AU,1691617801
486,shingu,33.7333,135.9833,26.38,93,64,6.14,JP,1691617801
487,ostersund,63.1792,14.6357,10.34,87,13,6.17,SE,1691617802
488,darnah,32.767,22.6367,25.93,67,0,8.49,LY,1691617802
489,thunder bay,48.4001,-89.3168,23.99,40,40,6.17,CA,1691617794
490,lazarevskoye,43.9061,39.3331,25.53,89,21,2.6,RU,1691617803
491,nadi,-17.8,177.4167,25.0,73,75,0.0,FJ,1691617804
492,nanning,22.8167,108.3167,27.25,96,90,2.41,CN,1691617804
493,sandnessjoen,66.0217,12.6316,19.06,45,20,4.63,NO,1691617764
494,kyshtovka,56.555,76.6271,12.44,93,100,2.13,RU,1691617805
495,mont-dore,-22.2833,166.5833,18.99,75,50,5.41,NC,1691617806
496,pacasmayo,-7.4006,-79.5714,22.36,74,19,6.75,PE,1691617806
497,zhigalovo,54.8097,105.1578,17.53,97,100,4.53,RU,1691617806
498,abra pampa,-22.7205,-65.697,13.26,8,14,1.44,AR,1691617676
499,adrar,20.5022,-10.0711,36.0,8,1,4.24,MR,1691617807
500,nemuro,43.3236,145.575,18.9,100,100,5.6,JP,1691617807
501,sukhodol,53.9006,51.2117,17.83,62,0,0.71,RU,1691617808
502,douentza,14.9951,-2.9517,31.11,54,100,2.49,ML,1691617709
503,mawu,29.5923,107.3139,24.42,88,77,1.69,CN,1691617809
504,aitape,-3.1374,142.3475,26.09,86,61,1.75,PG,1691617809
505,galliano,29.4422,-90.2992,36.0,55,40,6.17,US,1691617809
506,choibalsan,48.0667,114.5,17.62,68,37,2.8,MN,1691617810
507,orkney,-26.9802,26.6727,10.18,58,0,3.33,ZA,1691617810
508,south hedland,-20.4089,118.5983,15.96,41,3,4.12,AU,1691617811
509,miyako,39.6367,141.9525,26.87,84,14,5.52,JP,1691617811
510,n'zeto,-7.2312,12.8666,21.33,87,9,2.92,AO,1691617811
511,khandyga,62.6667,135.6,17.06,52,0,0.68,RU,1691617812
512,tongliao,43.6125,122.2653,18.38,92,0,2.89,CN,1691617812
513,troitsko-pechorsk,62.7084,56.1964,13.12,76,44,2.0,RU,1691617812
514,bougouni,11.417,-7.479,25.24,80,87,3.04,ML,1691617813
515,salahonda,2.1019,-78.7217,27.1,81,27,6.03,CO,1691617813
516,malangali,-8.5667,34.85,15.09,69,29,5.56,TZ,1691617813
517,minab,27.1467,57.0801,32.31,68,4,1.61,IR,1691617815
518,kirando,-7.4167,30.6,23.21,50,6,3.44,TZ,1691617815
519,lerma,42.0261,-3.7598,28.31,45,26,3.29,ES,1691617816
520,ust'-charyshskaya pristan',52.3934,83.6635,16.23,58,55,2.93,RU,1691617816
521,les coteaux,45.2834,-74.2325,27.2,54,44,3.6,CA,1691617817
522,fairfield,41.2668,-73.3162,29.65,46,0,5.14,US,1691617818
523,pahrump,36.2083,-115.9839,35.8,7,49,3.13,US,1691617818
524,port saint john's,-31.6229,29.5448,17.27,84,92,4.69,ZA,1691617819
525,saynshand,44.8824,110.1163,23.37,45,95,6.82,MN,1691617781
526,hibbing,47.4272,-92.9377,24.73,35,75,4.12,US,1691617820
527,rockland,41.1668,-74.0496,30.13,55,51,4.35,US,1691617820
528,tolanaro,-25.0319,46.9987,19.2,91,7,2.45,MG,1691617820
529,bayanhongor,46.7167,100.1167,9.17,88,3,0.18,MN,1691617821
530,buka,40.8108,69.1986,24.98,33,1,0.75,UZ,1691617817
531,sibut,5.718,19.0739,21.6,97,86,0.6,CF,1691617822
532,shrigonda,18.6167,74.6833,23.05,83,100,3.9,IN,1691617823
533,xiaoshi,41.2971,124.1209,19.97,94,72,1.32,CN,1691617823
534,ada,43.4166,-116.1262,33.34,25,20,4.12,US,1691617823
535,masterton,-40.9597,175.6575,5.49,99,100,1.14,NZ,1691617824
536,frederico westphalen,-27.3592,-53.3944,16.36,97,99,1.23,BR,1691617824
537,gazipasa,36.2694,32.3179,27.05,83,40,1.03,TR,1691617825
538,sisimiut,66.9395,-53.6735,5.97,85,100,4.0,GL,1691617554
539,fort dodge,42.4975,-94.168,28.08,65,75,3.09,US,1691617825
540,mokhsogollokh,61.4681,128.9203,14.64,60,91,2.62,RU,1691617826
541,baharly,38.4362,57.4316,30.86,24,0,0.63,TM,1691617826
542,salinopolis,-0.6136,-47.3561,26.66,80,32,5.96,BR,1691617698
543,west valley,46.5921,-120.6051,30.75,33,40,5.66,US,1691617827
544,awjilah,29.1081,21.2869,26.32,52,0,6.39,LY,1691617827
545,kargasok,59.0556,80.8572,11.49,97,100,6.26,RU,1691617827
546,xixiang,35.1628,112.865,24.42,87,2,1.22,CN,1691617828
547,wildwood,38.5828,-90.6629,24.53,87,100,0.0,US,1691617777
548,gornopravdinsk,60.05,69.9,9.15,85,37,2.44,RU,1691617792
549,nguigmi,14.2495,13.1092,26.09,74,100,6.32,NE,1691617829
550,katabu,-4.9333,122.5167,22.42,87,74,1.73,ID,1691617829
551,alaghsas,17.0187,8.0168,26.85,55,50,6.08,NE,1691617830
552,oliver,49.1831,-119.5524,26.14,44,66,1.54,CA,1691617654
553,montfort-sur-meu,48.1333,-1.9667,20.94,83,0,1.54,FR,1691617831
554,xinqing,48.2333,129.5,18.0,99,99,1.41,CN,1691617831
555,sitka,57.0531,-135.33,15.94,82,100,2.57,US,1691617805
556,kitimat,54.0524,-128.6534,17.17,72,100,3.13,CA,1691617832
557,aripuana,-9.1667,-60.6333,31.18,38,83,1.06,BR,1691617833
558,sile,41.1754,29.6133,23.65,64,99,3.13,TR,1691617833
559,phuthaditjhaba,-28.5242,28.8158,6.91,80,0,1.41,ZA,1691617834
560,conception bay south,47.4999,-52.9981,13.64,88,100,4.89,CA,1691617834
561,garoua,9.3,13.4,22.3,96,100,0.48,CM,1691617834
562,maxixe,-23.8597,35.3472,19.75,70,56,5.05,MZ,1691617835
563,gorontalo,0.5412,123.0595,23.39,93,94,1.96,ID,1691617573
564,taulaga,-11.0553,-171.0883,27.83,80,25,6.42,AS,1691617835
565,quepos,9.4236,-84.1652,28.37,80,86,1.28,CR,1691617836
566,floro,61.5996,5.0328,10.04,93,100,4.63,NO,1691617814
567,paracuru,-3.41,-39.0306,26.73,84,80,5.54,BR,1691617837
